物件名,URL,イメージ画像,賃料,管理費,間取り,専有面積,向き,物件種別,築年数,住所,最寄り駅と距離,敷金,礼金,保証金,敷引・償却,取り扱い店舗,取り扱い店舗の電話番号
スカイコート柏 2階,https://suumo.jp/chintai/bc_100352619635/,https://img01.suumo.com/front/gazo/fr/bukken/635/100352619635/100352619635_gw.jpg,36000,11000円,ワンルーム,17.98m2,東,マンション,築30年,千葉県柏市北柏２,ＪＲ常磐線/北柏駅 歩3分,-,3.6万円,-,-,リブマックス秋葉原店(株)リブ・マックス,03-5297-8877
未確認飛行物体 2階,https://suumo.jp/chintai/bc_100357277329/,https://img01.suumo.com/front/gazo/fr/bukken/329/100357277329/100357277329_rw.jpg,37000,2000円,1DK,18.8m2,-,アパート,築36年,埼玉県入間郡毛呂山町前久保南３,東武越生線/武州長瀬駅 歩6分,-,-,-,-,(株)アブレイズパートナーズ,03-6262-9556
カトウコーポ 2階,https://suumo.jp/chintai/bc_100375340135/,https://img01.suumo.com/front/gazo/fr/bukken/135/100375340135/100375340135_rw.jpg,37000,2000円,1K,18m2,西,アパート,築38年,埼玉県朝霞市溝沼６,東武東上線/朝霞台駅 歩14分,-,-,-,-,(株)アブレイズパートナーズ,03-6262-9556
館林ガーデンヒルズ 2階,https://suumo.jp/chintai/bc_100362813663/,https://img01.suumo.com/front/gazo/fr/bukken/663/100362813663/100362813663_gw.jpg,37000,3000円,1DK,28.85m2,南西,マンション,築37年,群馬県館林市本町４,東武伊勢崎線/館林駅 歩13分,-,-,-,-,武蔵コミュニティー(株)東京本社賃貸のi live,03-6206-3371
ミキコーポ新所沢 1階,https://suumo.jp/chintai/bc_100371736813/,https://img01.suumo.com/front/gazo/fr/bukken/813/100371736813/100371736813_gw.jpg,37000,3000円,1K,18.83m2,南東,アパート,築34年,埼玉県所沢市北所沢町,西武新宿線/新所沢駅 歩8分,-,-,-,-,武蔵コミュニティー(株)東京本社賃貸のi live,03-6206-3371
エムロード蕨 1階,https://suumo.jp/chintai/bc_100379633653/,https://img01.suumo.com/front/gazo/fr/bukken/653/100379633653/100379633653_rw.jpg,37000,3000円,1K,17.28m2,南東,マンション,築31年,埼玉県川口市上青木西４,ＪＲ京浜東北線/蕨駅 バス12分 (バス停)前川１丁目 歩1分,-,-,-,-,アパルトマンエージェント(株)東京支社,03-5822-1087
サン・フローラ・ケミガワ 2階,https://suumo.jp/chintai/bc_100369312040/,https://img01.suumo.com/front/gazo/fr/bukken/040/100369312040/100369312040_gw.jpg,37000,3000円,ワンルーム,16.14m2,南,アパート,築37年,千葉県千葉市花見川区南花園１,ＪＲ総武線/新検見川駅 歩5分,-,-,-,-,住友不動産販売(株)八重洲営業センター,0120-977619
スカイコート白楽A号棟 1階,https://suumo.jp/chintai/bc_100372701723/,https://img01.suumo.com/front/gazo/fr/bukken/723/100372701723/100372701723_gw.jpg,37000,3000円,ワンルーム,15.41m2,-,マンション,築36年,神奈川県横浜市神奈川区白楽,東急東横線/白楽駅 歩1分,1.85万円,-,-,-,(株)デクセル,03-5577-5651
サークルハウス竹ノ塚六番館 1階,https://suumo.jp/chintai/bc_100380295017/,https://img01.suumo.com/front/gazo/fr/bukken/017/100380295017/100380295017_gw.jpg,37000,3000円,ワンルーム,9.23m2,南,アパート,築7年,東京都足立区竹の塚１,東武伊勢崎線/竹ノ塚駅 歩7分,-,-,-,-,(株)Vision秋葉原店,03-5207-5055
東十条 ワンルーム 4階,https://suumo.jp/chintai/bc_100378553450/,https://img01.suumo.com/front/gazo/fr/bukken/450/100378553450/100378553450_gw.jpg,37000,3000円,ワンルーム,7.15m2,-,マンション,築39年,東京都北区中十条２,ＪＲ京浜東北線/東十条駅 歩2分,-,-,-,-,(株)東京めぞん,03-5280-7180
プレシャスアース取手 1階,https://suumo.jp/chintai/bc_100374604992/,https://img01.suumo.com/front/gazo/fr/bukken/992/100374604992/100374604992_gw.jpg,37000,6000円,1K,21.11m2,東,アパート,築9年,茨城県取手市井野１,ＪＲ常磐線/取手駅 歩17分,-,-,-,-,(株)リクシード,0800-8886101
クロノス東青梅 2階,https://suumo.jp/chintai/bc_100364312537/,https://img01.suumo.com/front/gazo/fr/bukken/537/100364312537/100364312537_gw.jpg,37000,11000円,ワンルーム,13.97m2,西,マンション,築37年,東京都青梅市東青梅２,ＪＲ青梅線/東青梅駅 歩5分,-,3.7万円,-,-,リブマックス神田店(株)リブマックスリーシング,03-5295-1515
東大宮 1K 2階,https://suumo.jp/chintai/bc_100334270305/,https://img01.suumo.com/front/gazo/fr/bukken/305/100334270305/100334270305_gw.jpg,37000,11000円,1K,13.3m2,南東,アパート,築34年,埼玉県上尾市大字瓦葺,ＪＲ宇都宮線/東大宮駅 歩12分,-,3.7万円,-,-,リブマックス秋葉原店(株)リブ・マックス,03-5297-8877
東大宮 1K 2階,https://suumo.jp/chintai/bc_100334343315/,https://img01.suumo.com/front/gazo/fr/bukken/315/100334343315/100334343315_gw.jpg,37000,11000円,1K,13.3m2,南東,アパート,築34年,埼玉県上尾市大字瓦葺,ＪＲ宇都宮線/東大宮駅 歩12分,-,3.7万円,-,-,リブマックス神田店(株)リブマックスリーシング,03-5295-1515
コスモワン 1階,https://suumo.jp/chintai/bc_100330762312/,https://img01.suumo.com/front/gazo/fr/bukken/312/100330762312/100330762312_gw.jpg,19000,4000円,ワンルーム,18.42m2,東,アパート,築40年,群馬県高崎市並榎町,ＪＲ信越本線/北高崎駅 歩17分,-,-,-,-,(株)プライムパートナーズ,0120-626263
コスモワン 1階,https://suumo.jp/chintai/bc_100380262884/,https://img01.suumo.com/front/gazo/fr/bukken/884/100380262884/100380262884_gw.jpg,19000,4000円,ワンルーム,18.42m2,東,アパート,築40年,群馬県高崎市並榎町,ＪＲ信越本線/北高崎駅 歩17分,-,-,-,-,(株)プライムパートナーズ,0120-626263
セザールマンション緑山 1階,https://suumo.jp/chintai/bc_100372398732/,https://img01.suumo.com/front/gazo/fr/bukken/732/100372398732/100372398732_gw.jpg,21000,3000円,ワンルーム,17.41m2,南西,アパート,築38年,東京都町田市三輪緑山１,小田急線/鶴川駅 バス12分 (バス停)鶴川緑山住宅 歩2分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
荒野台 2K 3階,https://suumo.jp/chintai/bc_100323764570/,https://img01.suumo.com/front/gazo/fr/bukken/570/100323764570/100323764570_rw.jpg,22000,-,2K,33.54m2,南東,マンション,築53年,茨城県鹿嶋市大字中,鹿島臨海鉄道/荒野台駅 歩54分,-,-,-,-,(株)JSC,03-6661-6962
コスモハイツ山崎町 1階,https://suumo.jp/chintai/bc_100335833884/,https://img01.suumo.com/front/gazo/fr/bukken/884/100335833884/100335833884_gw.jpg,22000,3000円,1K,19m2,南西,アパート,築37年,埼玉県東松山市山崎町,東武東上線/東松山駅 歩27分,2.2万円,-,-,-,(株)ペガサス,03-5645-5358
セザールマンション緑山 2階,https://suumo.jp/chintai/bc_100381529034/,https://img01.suumo.com/front/gazo/fr/bukken/034/100381529034/100381529034_gw.jpg,22000,3000円,1K,17.42m2,南西,アパート,築38年,東京都町田市三輪緑山１,小田急線/鶴川駅 バス12分 (バス停)鶴川緑山住宅 歩2分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
ビューハイツ大和 2階,https://suumo.jp/chintai/bc_100376469462/,https://img01.suumo.com/front/gazo/fr/bukken/462/100376469462/100376469462_gw.jpg,22000,3000円,ワンルーム,10.4m2,南,アパート,築37年,神奈川県大和市草柳２,相鉄本線/大和駅 歩15分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
コスモワン 2階,https://suumo.jp/chintai/bc_100330763080/,https://img01.suumo.com/front/gazo/fr/bukken/080/100330763080/100330763080_gw.jpg,22000,4000円,ワンルーム,18.42m2,東,アパート,築40年,群馬県高崎市並榎町,ＪＲ信越本線/北高崎駅 歩17分,-,-,-,-,(株)プライムパートナーズ,0120-626263
牛久サンコーポ 2階,https://suumo.jp/chintai/bc_100334804791/,https://img01.suumo.com/front/gazo/fr/bukken/791/100334804791/100334804791_gw.jpg,23000,2000円,1K,19.87m2,-,アパート,築40年,茨城県つくば市高見原１,ＪＲ常磐線/牛久駅 歩18分,-,-,-,-,(株)GEED,03-5830-6752
セザールマンション緑山 3階,https://suumo.jp/chintai/bc_100372398736/,https://img01.suumo.com/front/gazo/fr/bukken/736/100372398736/100372398736_gw.jpg,23000,3000円,1K,17.41m2,南西,アパート,築38年,東京都町田市三輪緑山１,小田急線/鶴川駅 バス12分 (バス停)鶴川緑山住宅 歩2分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
コスモワン 2階,https://suumo.jp/chintai/bc_100353772809/,https://img01.suumo.com/front/gazo/fr/bukken/809/100353772809/100353772809_gw.jpg,23000,4000円,ワンルーム,18.42m2,東,アパート,築40年,群馬県高崎市並榎町,ＪＲ信越本線/北高崎駅 歩17分,-,-,-,-,(株)プライムパートナーズ,0120-626263
カリス毛呂山 2階,https://suumo.jp/chintai/bc_100359684668/,https://img01.suumo.com/front/gazo/fr/bukken/668/100359684668/100359684668_gw.jpg,24000,3000円,1DK,24.1m2,-,アパート,築40年,埼玉県入間郡毛呂山町大字阿諏訪,ＪＲ八高線/毛呂駅 歩15分,-,-,-,-,職場環境研究(株),03-6852-8890
ルレーブ見川 2階,https://suumo.jp/chintai/bc_100369741112/,https://img01.suumo.com/front/gazo/fr/bukken/112/100369741112/100369741112_gw.jpg,25000,1000円,1K,22.82m2,南,マンション,築35年,茨城県水戸市見川町,ＪＲ常磐線/偕楽園駅 歩38分,-,-,-,-,職場環境研究(株),03-6852-8890
ウエスト・キャッスル 4階,https://suumo.jp/chintai/bc_100377748622/,https://img01.suumo.com/front/gazo/fr/bukken/622/100377748622/100377748622_gw.jpg,25000,2000円,ワンルーム,18.22m2,南東,マンション,築36年,埼玉県入間郡毛呂山町大字下川原,東武越生線/川角駅 歩4分,-,-,-,-,(株)ペガサス,03-5645-5358
ウエスト・キャッスル 3階,https://suumo.jp/chintai/bc_100350255861/,https://img01.suumo.com/front/gazo/fr/bukken/861/100350255861/100350255861_gw.jpg,25000,2000円,ワンルーム,18.22m2,南東,マンション,築36年,埼玉県入間郡毛呂山町大字下川原,東武越生線/川角駅 歩4分,-,-,-,-,(株)ペガサス,03-5645-5358
プチモール21 1階,https://suumo.jp/chintai/bc_100378235178/,https://img01.suumo.com/front/gazo/fr/bukken/178/100378235178/100378235178_gw.jpg,25000,2000円,ワンルーム,17.76m2,北東,アパート,築37年,群馬県前橋市住吉町２,上毛電鉄/中央前橋駅 歩10分,-,-,-,-,(株)プライムパートナーズ,0120-626263
エクセルストリーム 2階,https://suumo.jp/chintai/bc_100371546307/,https://img01.suumo.com/front/gazo/fr/bukken/307/100371546307/100371546307_gw.jpg,25000,2000円,ワンルーム,17.01m2,南東,アパート,築35年,神奈川県座間市広野台１,小田急小田原線/相武台前駅 歩14分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
エクセルストリーム 1階,https://suumo.jp/chintai/bc_100371546308/,https://img01.suumo.com/front/gazo/fr/bukken/308/100371546308/100371546308_gw.jpg,25000,3000円,ワンルーム,17.01m2,南東,アパート,築35年,神奈川県座間市広野台１,小田急小田原線/相武台前駅 歩14分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
コーポクロサ 2階,https://suumo.jp/chintai/bc_100370154674/,https://img01.suumo.com/front/gazo/fr/bukken/674/100370154674/100370154674_gw.jpg,25000,3000円,ワンルーム,15.6m2,東,アパート,築34年,埼玉県富士見市鶴瀬東２,東武東上線/鶴瀬駅 歩7分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
エイコウハイツB 1階,https://suumo.jp/chintai/bc_100377699795/,https://img01.suumo.com/front/gazo/fr/bukken/795/100377699795/100377699795_gw.jpg,25000,3000円,1K,14.04m2,南西,アパート,築38年,埼玉県坂戸市泉町３,東武東上線/北坂戸駅 歩11分,-,-,-,-,職場環境研究(株),03-6852-8890
アリスマリオン 1階,https://suumo.jp/chintai/bc_100349995264/,https://img01.suumo.com/front/gazo/fr/bukken/264/100349995264/100349995264_gw.jpg,25000,3000円,ワンルーム,13.16m2,南,アパート,築37年,埼玉県川越市大字寺尾,東武東上線/新河岸駅 歩18分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
コーポつくし 2階,https://suumo.jp/chintai/bc_100374569240/,https://img01.suumo.com/front/gazo/fr/bukken/240/100374569240/100374569240_gw.jpg,25000,5000円,1K,17.39m2,北東,アパート,築38年,神奈川県座間市広野台１,小田急小田原線/相武台前駅 歩20分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
サンプラザ千代田 2階,https://suumo.jp/chintai/bc_100362360653/,https://img01.suumo.com/front/gazo/fr/bukken/653/100362360653/100362360653_gw.jpg,25000,5000円,ワンルーム,16m2,西,アパート,築34年,神奈川県相模原市中央区千代田４,バス/相生 歩4分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
プチモール21 1階,https://suumo.jp/chintai/bc_100378255553/,https://img01.suumo.com/front/gazo/fr/bukken/553/100378255553/100378255553_gw.jpg,26000,2000円,ワンルーム,17.76m2,北東,アパート,築37年,群馬県前橋市住吉町２,上毛電鉄/中央前橋駅 歩10分,-,-,-,-,(株)プライムパートナーズ,0120-626263
西那須野 2DK 5階,https://suumo.jp/chintai/bc_100380906373/,https://img01.suumo.com/front/gazo/fr/bukken/373/100380906373/100380906373_10w.jpg,27000,-,2DK,39.83m2,南,マンション,築48年,栃木県那須塩原市下永田５,ＪＲ東北本線/西那須野駅 歩18分,-,-,-,-,(株)JSC,03-6661-6962
プチモール21 2階,https://suumo.jp/chintai/bc_100378353801/,https://img01.suumo.com/front/gazo/fr/bukken/801/100378353801/100378353801_gw.jpg,27000,2000円,ワンルーム,17.76m2,北東,アパート,築37年,群馬県前橋市住吉町２,上毛電鉄/中央前橋駅 歩10分,-,-,-,-,(株)プライムパートナーズ,0120-626263
ファインコート古淵 2階,https://suumo.jp/chintai/bc_100375907388/,https://img01.suumo.com/front/gazo/fr/bukken/388/100375907388/100375907388_gw.jpg,28000,2000円,ワンルーム,13.98m2,南西,アパート,築38年,神奈川県相模原市南区古淵５,ＪＲ横浜線/古淵駅 歩11分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
東大和ハイランド 1階,https://suumo.jp/chintai/bc_100324956600/,https://img01.suumo.com/front/gazo/fr/bukken/600/100324956600/100324956600_gw.jpg,28000,2000円,ワンルーム,9.87m2,東,アパート,築36年,東京都小平市小川町１,西武拝島線/東大和市駅 歩11分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
リバーサイド五十嵐 2階,https://suumo.jp/chintai/bc_100367411185/,https://img01.suumo.com/front/gazo/fr/bukken/185/100367411185/100367411185_gw.jpg,28000,3000円,ワンルーム,18m2,南東,アパート,築32年,東京都八王子市中野山王３,暁21/遺跡公園 歩5分,-,-,-,-,(株)GROUND estate,03-5651-5860
山崎荘 1階,https://suumo.jp/chintai/bc_100380539440/,https://img01.suumo.com/front/gazo/fr/bukken/440/100380539440/100380539440_gw.jpg,28000,4500円,ワンルーム,8.53m2,南東,アパート,築63年,神奈川県横浜市鶴見区岸谷１,京急本線/生麦駅 歩5分,2.8万円,-,-,-,アーバンリアルティ(株),03-6225-0086
山崎荘 2階,https://suumo.jp/chintai/bc_100380540217/,https://img01.suumo.com/front/gazo/fr/bukken/217/100380540217/100380540217_gw.jpg,28000,4500円,ワンルーム,8.53m2,南東,アパート,築63年,神奈川県横浜市鶴見区岸谷１,京急本線/生麦駅 歩5分,2.8万円,-,-,-,アーバンリアルティ(株),03-6225-0086
群馬藤岡 2K 4階,https://suumo.jp/chintai/bc_100380910180/,https://img01.suumo.com/front/gazo/fr/bukken/180/100380910180/100380910180_11w.jpg,28500,-,2K,33.51m2,南西,マンション,築53年,群馬県藤岡市小林,ＪＲ八高線/群馬藤岡駅 歩27分,-,-,-,-,(株)JSC,03-6661-6962
コーポアサクラ 2階,https://suumo.jp/chintai/bc_100371006340/,https://img01.suumo.com/front/gazo/fr/bukken/340/100371006340/100371006340_gw.jpg,29000,3000円,2K,35m2,南,アパート,築41年,群馬県前橋市朝倉町,ＪＲ両毛線/前橋大島駅 歩27分,-,-,-,-,(株)プライムパートナーズ,0120-626263
プラネットBamboo 1階,https://suumo.jp/chintai/bc_100329169453/,https://img01.suumo.com/front/gazo/fr/bukken/453/100329169453/100329169453_gw.jpg,29000,3000円,1K,22.8m2,南,アパート,築45年,神奈川県秦野市南矢名,小田急小田原線/東海大学前駅 歩17分,-,-,-,-,職場環境研究(株),03-6852-8890
フラワーハイム 1階,https://suumo.jp/chintai/bc_100375354051/,https://img01.suumo.com/front/gazo/fr/bukken/051/100375354051/100375354051_gw.jpg,29000,3000円,1K,17.82m2,西,アパート,築36年,東京都日野市南平１,京王線/高幡不動駅 歩8分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
フラワーハイム 1階,https://suumo.jp/chintai/bc_100375354029/,https://img01.suumo.com/front/gazo/fr/bukken/029/100375354029/100375354029_gw.jpg,29000,3000円,1K,17.82m2,西,アパート,築36年,東京都日野市南平１,京王線/高幡不動駅 歩8分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
フラワーハイム 1階,https://suumo.jp/chintai/bc_100375354032/,https://img01.suumo.com/front/gazo/fr/bukken/032/100375354032/100375354032_gw.jpg,29000,3000円,1K,17.82m2,東,アパート,築36年,東京都日野市南平１,京王線/高幡不動駅 歩8分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
メゾン林間 2階,https://suumo.jp/chintai/bc_100381788899/,https://img01.suumo.com/front/gazo/fr/bukken/899/100381788899/100381788899_gw.jpg,29000,3000円,ワンルーム,17.82m2,南西,アパート,築39年,神奈川県相模原市南区上鶴間２,小田急江ノ島線/東林間駅 歩12分,-,-,-,-,(株)ファミリープロパティ,03-6280-6817
